sales_id,product_id,location_id,customer_id,customer_id,location_id,order_id,product_id,order_date,ship_mode,state,region,postal_code,country,city,segment,customer_name,customer_key
2362,1709,54,167,167,54,US-2015-148838,1709,2015-03-17 00:00:00,Standard Class,New York,East,10024,United States,New York City,Corporate,Christine Phan,CP-12340
2363,1488,222,642,642,222,CA-2018-136497,1488,2018-04-16 00:00:00,Standard Class,Ohio,East,43229,United States,Columbus,Consumer,Roy Französisch,RF-19840
2364,875,101,6,6,101,US-2017-108637,875,2017-03-13 00:00:00,Standard Class,Virginia,South,22980,United States,Waynesboro,Home Office,Adam Bellavance,AB-10060
2365,611,101,6,6,101,US-2017-108637,611,2017-03-13 00:00:00,Standard Class,Virginia,South,22980,United States,Waynesboro,Home Office,Adam Bellavance,AB-10060
2366,893,101,6,6,101,US-2017-108637,893,2017-03-13 00:00:00,Standard Class,Virginia,South,22980,United States,Waynesboro,Home Office,Adam Bellavance,AB-10060
2367,757,598,260,260,598,CA-2015-102295,757,2015-11-24 00:00:00,Second Class,California,West,95823,United States,Sacramento,Consumer,Erica Hackney,EH-13990
2368,880,90,529,529,90,CA-2018-123659,880,2018-02-10 00:00:00,First Class,Maryland,East,20735,United States,Clinton,Consumer,Michael Nguyen,MN-17935
2369,1367,237,434,434,237,US-2017-129469,1367,2017-09-23 00:00:00,Standard Class,Ohio,East,45014,United States,Fairfield,Corporate,Kelly Lampkin,KL-16555
2370,527,237,434,434,237,US-2017-129469,527,2017-09-23 00:00:00,Standard Class,Ohio,East,45014,United States,Fairfield,Corporate,Kelly Lampkin,KL-16555
2371,889,15,534,534,15,CA-2018-155152,889,2018-07-07 00:00:00,Second Class,Rhode Island,East,2886,United States,Warwick,Corporate,Michael Paige,MP-17965
2372,672,342,81,81,342,CA-2017-159940,672,2017-07-07 00:00:00,Second Class,Illinois,Central,60505,United States,Aurora,Corporate,Barry Französisch,BF-11020
2373,51,342,81,81,342,CA-2017-159940,51,2017-07-07 00:00:00,Second Class,Illinois,Central,60505,United States,Aurora,Corporate,Barry Französisch,BF-11020
2374,1575,342,81,81,342,CA-2017-159940,1575,2017-07-07 00:00:00,Second Class,Illinois,Central,60505,United States,Aurora,Corporate,Barry Französisch,BF-11020
2375,750,342,81,81,342,CA-2017-159940,750,2017-07-07 00:00:00,Second Class,Illinois,Central,60505,United States,Aurora,Corporate,Barry Französisch,BF-11020
2376,1352,137,757,757,137,CA-2018-119669,1352,2018-01-24 00:00:00,Standard Class,Georgia,South,30080,United States,Smyrna,Consumer,Theone Pippenger,TP-21130
2377,684,222,540,540,222,US-2015-164616,684,2015-08-19 00:00:00,Second Class,Ohio,East,43229,United States,Columbus,Consumer,Maxwell Schwartz,MS-17770
2378,81,222,540,540,222,US-2015-164616,81,2015-08-19 00:00:00,Second Class,Ohio,East,43229,United States,Columbus,Consumer,Maxwell Schwartz,MS-17770
2379,1085,527,437,437,527,CA-2016-148628,1085,2016-12-06 00:00:00,Standard Class,California,West,91360,United States,Thousand Oaks,Home Office,Katherine Murray,KM-16375
2380,115,227,78,78,227,CA-2017-118052,115,2017-05-06 00:00:00,Standard Class,Ohio,East,44052,United States,Lorain,Home Office,Brad Eason,BE-11455
2381,1746,227,78,78,227,CA-2017-118052,1746,2017-05-06 00:00:00,Standard Class,Ohio,East,44052,United States,Lorain,Home Office,Brad Eason,BE-11455
2382,495,227,78,78,227,CA-2017-118052,495,2017-05-06 00:00:00,Standard Class,Ohio,East,44052,United States,Lorain,Home Office,Brad Eason,BE-11455
2383,65,571,184,184,571,US-2018-117534,65,2018-03-25 00:00:00,First Class,California,West,93727,United States,Fresno,Consumer,Christina VanderZanden,CV-12295
2384,1507,571,184,184,571,US-2018-117534,1507,2018-03-25 00:00:00,First Class,California,West,93727,United States,Fresno,Consumer,Christina VanderZanden,CV-12295
2385,234,571,184,184,571,US-2018-117534,234,2018-03-25 00:00:00,First Class,California,West,93727,United States,Fresno,Consumer,Christina VanderZanden,CV-12295
2386,448,571,184,184,571,US-2018-117534,448,2018-03-25 00:00:00,First Class,California,West,93727,United States,Fresno,Consumer,Christina VanderZanden,CV-12295
2387,795,571,184,184,571,US-2018-117534,795,2018-03-25 00:00:00,First Class,California,West,93727,United States,Fresno,Consumer,Christina VanderZanden,CV-12295
2388,1506,541,217,217,541,CA-2016-145065,1506,2016-12-12 00:00:00,First Class,California,West,92105,United States,San Diego,Consumer,Dennis Kane,DK-13375
2389,1341,541,217,217,541,CA-2016-145065,1341,2016-12-12 00:00:00,First Class,California,West,92105,United States,San Diego,Consumer,Dennis Kane,DK-13375
2390,1821,52,690,690,52,US-2016-127040,1821,2016-12-06 00:00:00,Standard Class,New York,East,10009,United States,New York City,Consumer,Speros Goranitis,SG-20605
2391,1694,52,690,690,52,US-2016-127040,1694,2016-12-06 00:00:00,Standard Class,New York,East,10009,United States,New York City,Consumer,Speros Goranitis,SG-20605
2392,1032,52,690,690,52,US-2016-127040,1032,2016-12-06 00:00:00,Standard Class,New York,East,10009,United States,New York City,Consumer,Speros Goranitis,SG-20605
2393,1447,52,690,690,52,US-2016-127040,1447,2016-12-06 00:00:00,Standard Class,New York,East,10009,United States,New York City,Consumer,Speros Goranitis,SG-20605
2394,1160,10,178,178,10,CA-2017-128111,1160,2017-03-17 00:00:00,Standard Class,Massachusetts,East,2148,United States,Malden,Consumer,Christine Sundaresam,CS-12355
2395,919,55,595,595,55,CA-2016-137897,919,2016-11-14 00:00:00,Standard Class,New York,East,10035,United States,New York City,Corporate,Patrick Jones,PJ-18835
2396,916,55,595,595,55,CA-2016-137897,916,2016-11-14 00:00:00,Standard Class,New York,East,10035,United States,New York City,Corporate,Patrick Jones,PJ-18835
2397,935,55,595,595,55,CA-2016-137897,935,2016-11-14 00:00:00,Standard Class,New York,East,10035,United States,New York City,Corporate,Patrick Jones,PJ-18835
2398,243,575,574,574,575,CA-2018-169264,243,2018-08-14 00:00:00,Second Class,California,West,94109,United States,San Francisco,Consumer,Nora Preis,NP-18700
2399,1130,575,574,574,575,CA-2018-169264,1130,2018-08-14 00:00:00,Second Class,California,West,94109,United States,San Francisco,Consumer,Nora Preis,NP-18700
2400,647,133,667,667,133,CA-2018-147361,647,2018-09-09 00:00:00,Standard Class,South Carolina,South,29501,United States,Florence,Corporate,Sean Braxton,SB-20290
2401,1842,133,667,667,133,CA-2018-147361,1842,2018-09-09 00:00:00,Standard Class,South Carolina,South,29501,United States,Florence,Corporate,Sean Braxton,SB-20290
2402,789,365,53,53,365,CA-2018-145877,789,2018-04-01 00:00:00,Second Class,Missouri,Central,65807,United States,Springfield,Consumer,Adam Shillingsburg,AS-10090
2403,1500,365,53,53,365,CA-2018-145877,1500,2018-04-01 00:00:00,Second Class,Missouri,Central,65807,United States,Springfield,Consumer,Adam Shillingsburg,AS-10090
2404,1227,426,329,329,426,US-2017-110170,1227,2017-09-27 00:00:00,Standard Class,Texas,Central,77340,United States,Huntsville,Corporate,Harry Marie,HM-14860
2405,1006,516,508,508,516,CA-2018-108574,1006,2018-10-07 00:00:00,Standard Class,California,West,90045,United States,Los Angeles,Consumer,Mike Gockenbach,MG-18145
2406,1105,516,508,508,516,CA-2018-108574,1105,2018-10-07 00:00:00,Standard Class,California,West,90045,United States,Los Angeles,Consumer,Mike Gockenbach,MG-18145
2407,1491,516,508,508,516,CA-2018-108574,1491,2018-10-07 00:00:00,Standard Class,California,West,90045,United States,Los Angeles,Consumer,Mike Gockenbach,MG-18145
2408,1507,577,754,754,577,CA-2018-144589,1507,2018-01-20 00:00:00,Standard Class,California,West,94122,United States,San Francisco,Consumer,Tamara Manning,TM-21010
2409,1249,577,754,754,577,CA-2018-144589,1249,2018-01-20 00:00:00,Standard Class,California,West,94122,United States,San Francisco,Consumer,Tamara Manning,TM-21010
2410,494,577,76,76,577,CA-2018-155985,494,2018-03-23 00:00:00,First Class,California,West,94122,United States,San Francisco,Home Office,Bill Eplett,BE-11335
2411,42,80,58,58,80,CA-2015-162684,42,2015-08-01 00:00:00,Standard Class,Pennsylvania,East,19120,United States,Philadelphia,Home Office,Ann Steele,AS-10630
2412,27,515,268,268,515,CA-2016-142041,27,2016-06-07 00:00:00,Second Class,California,West,90036,United States,Los Angeles,Corporate,Eleni McCrary,EM-13810
2413,1770,516,340,340,516,CA-2015-151295,1770,2015-11-12 00:00:00,Standard Class,California,West,90045,United States,Los Angeles,Consumer,Joseph Airdo,JA-15970
2414,312,516,340,340,516,CA-2015-151295,312,2015-11-12 00:00:00,Standard Class,California,West,90045,United States,Los Angeles,Consumer,Joseph Airdo,JA-15970
2415,757,291,740,740,291,CA-2017-156300,757,2017-12-29 00:00:00,Standard Class,Wisconsin,Central,53209,United States,Milwaukee,Consumer,Troy Blackwell,TB-21595
2416,385,1,607,607,1,CA-2016-146087,385,2016-07-06 00:00:00,Standard Class,Massachusetts,East,1040,United States,Holyoke,Home Office,Paul Prost,PP-18955
2417,1615,500,523,523,500,CA-2018-168655,1615,2018-10-12 00:00:00,Standard Class,New Mexico,West,87105,United States,Albuquerque,Corporate,Michelle Lonsdale,ML-18040
2418,713,500,523,523,500,CA-2018-168655,713,2018-10-12 00:00:00,Standard Class,New Mexico,West,87105,United States,Albuquerque,Corporate,Michelle Lonsdale,ML-18040
2419,1240,510,453,453,510,CA-2017-107202,1240,2017-05-21 00:00:00,Standard Class,Nevada,West,89431,United States,Sparks,Corporate,Linda Cazamias,LC-16930
2420,1390,542,490,490,542,CA-2018-159597,1390,2018-11-09 00:00:00,Standard Class,California,West,92236,United States,Coachella,Corporate,Matt Collister,MC-17590
2421,1327,542,490,490,542,CA-2018-159597,1327,2018-11-09 00:00:00,Standard Class,California,West,92236,United States,Coachella,Corporate,Matt Collister,MC-17590
2422,1381,332,168,168,332,CA-2017-155551,1381,2017-04-18 00:00:00,Standard Class,Illinois,Central,60126,United States,Elmhurst,Home Office,Clay Rozendal,CR-12580
2423,98,332,168,168,332,CA-2017-155551,98,2017-04-18 00:00:00,Standard Class,Illinois,Central,60126,United States,Elmhurst,Home Office,Clay Rozendal,CR-12580
2424,1059,237,724,724,237,US-2018-147669,1059,2018-12-25 00:00:00,Standard Class,Ohio,East,45014,United States,Fairfield,Consumer,Susan Vittorini,SV-20935
2425,1425,237,724,724,237,US-2018-147669,1425,2018-12-25 00:00:00,Standard Class,Ohio,East,45014,United States,Fairfield,Consumer,Susan Vittorini,SV-20935
2426,848,237,724,724,237,US-2018-147669,848,2018-12-25 00:00:00,Standard Class,Ohio,East,45014,United States,Fairfield,Consumer,Susan Vittorini,SV-20935
2427,1506,237,724,724,237,US-2018-147669,1506,2018-12-25 00:00:00,Standard Class,Ohio,East,45014,United States,Fairfield,Consumer,Susan Vittorini,SV-20935
2428,463,412,552,552,412,CA-2017-169922,463,2017-06-11 00:00:00,Standard Class,Texas,Central,76017,United States,Arlington,Corporate,Mary Zewe,MZ-17515
2429,721,412,552,552,412,CA-2017-169922,721,2017-06-11 00:00:00,Standard Class,Texas,Central,76017,United States,Arlington,Corporate,Mary Zewe,MZ-17515
2430,1494,412,552,552,412,CA-2017-169922,1494,2017-06-11 00:00:00,Standard Class,Texas,Central,76017,United States,Arlington,Corporate,Mary Zewe,MZ-17515
2431,1439,576,628,628,576,CA-2018-100748,1439,2018-05-13 00:00:00,Standard Class,California,West,94110,United States,San Francisco,Home Office,Ross Baird,RB-19795
2432,21,617,329,329,617,CA-2018-129805,21,2018-12-28 00:00:00,Standard Class,Washington,West,98103,United States,Seattle,Corporate,Harry Marie,HM-14860
2433,907,52,64,64,52,CA-2015-148586,907,2015-03-25 00:00:00,Standard Class,New York,East,10009,United States,New York City,Consumer,Annie Zypern,AZ-10750
2434,1487,423,371,371,423,US-2018-112613,1487,2018-05-28 00:00:00,Standard Class,Texas,Central,77070,United States,Houston,Consumer,Jonathan Howell,JH-15910
2435,374,96,595,595,96,CA-2016-154746,374,2016-11-14 00:00:00,First Class,Virginia,South,22153,United States,Springfield,Corporate,Patrick Jones,PJ-18835
2436,851,96,595,595,96,CA-2016-154746,851,2016-11-14 00:00:00,First Class,Virginia,South,22153,United States,Springfield,Corporate,Patrick Jones,PJ-18835
2437,1547,502,123,123,502,CA-2018-140053,1547,2018-07-03 00:00:00,Standard Class,New Mexico,West,87401,United States,Farmington,Consumer,Christina Anderson,CA-12265
2438,314,458,615,615,458,CA-2015-164210,314,2015-11-18 00:00:00,Second Class,Colorado,West,80027,United States,Louisville,Consumer,Pierre Wener,PW-19240
2439,733,458,615,615,458,CA-2015-164210,733,2015-11-18 00:00:00,Second Class,Colorado,West,80027,United States,Louisville,Consumer,Pierre Wener,PW-19240
2440,452,178,728,728,178,CA-2018-139948,452,2018-07-17 00:00:00,Standard Class,Florida,South,33614,United States,Tampa,Consumer,Shaun Weien,SW-20455
2441,157,39,17,17,39,CA-2017-146934,157,2017-05-22 00:00:00,Standard Class,New Jersey,East,7055,United States,Passaic,Consumer,Art Ferguson,AF-10870
2442,310,39,17,17,39,CA-2017-146934,310,2017-05-22 00:00:00,Standard Class,New Jersey,East,7055,United States,Passaic,Consumer,Art Ferguson,AF-10870
2443,608,39,17,17,39,CA-2017-146934,608,2017-05-22 00:00:00,Standard Class,New Jersey,East,7055,United States,Passaic,Consumer,Art Ferguson,AF-10870
2444,1403,39,17,17,39,CA-2017-146934,1403,2017-05-22 00:00:00,Standard Class,New Jersey,East,7055,United States,Passaic,Consumer,Art Ferguson,AF-10870
2445,128,39,17,17,39,CA-2017-146934,128,2017-05-22 00:00:00,Standard Class,New Jersey,East,7055,United States,Passaic,Consumer,Art Ferguson,AF-10870
2446,518,39,17,17,39,CA-2017-146934,518,2017-05-22 00:00:00,Standard Class,New Jersey,East,7055,United States,Passaic,Consumer,Art Ferguson,AF-10870
2447,2,512,42,42,512,CA-2016-100573,2,2016-09-25 00:00:00,Standard Class,California,West,90004,United States,Los Angeles,Consumer,Anne McFarland,AM-10705
2448,844,83,68,68,83,CA-2017-119165,844,2017-10-31 00:00:00,Standard Class,Pennsylvania,East,19143,United States,Philadelphia,Consumer,Bill Donatelli,BD-11320
2449,647,130,161,161,130,CA-2016-128027,647,2016-09-14 00:00:00,Second Class,South Carolina,South,29406,United States,North Charleston,Consumer,Christopher Martinez,CM-12385
2450,407,589,179,179,589,CA-2017-140207,407,2017-11-05 00:00:00,Standard Class,California,West,95123,United States,San Jose,Home Office,Christopher Schild,CS-12400
2451,205,53,196,196,53,CA-2018-140949,205,2018-03-17 00:00:00,Second Class,New York,East,10011,United States,New York City,Consumer,Denny Blanton,DB-13405
2452,440,53,196,196,53,CA-2018-140949,440,2018-03-17 00:00:00,Second Class,New York,East,10011,United States,New York City,Consumer,Denny Blanton,DB-13405
2453,58,53,196,196,53,CA-2018-140949,58,2018-03-17 00:00:00,Second Class,New York,East,10011,United States,New York City,Consumer,Denny Blanton,DB-13405
2454,1403,53,196,196,53,CA-2018-140949,1403,2018-03-17 00:00:00,Second Class,New York,East,10011,United States,New York City,Consumer,Denny Blanton,DB-13405
2455,965,53,196,196,53,CA-2018-140949,965,2018-03-17 00:00:00,Second Class,New York,East,10011,United States,New York City,Consumer,Denny Blanton,DB-13405
2456,1112,53,196,196,53,CA-2018-140949,1112,2018-03-17 00:00:00,Second Class,New York,East,10011,United States,New York City,Consumer,Denny Blanton,DB-13405
2457,194,53,196,196,53,CA-2018-140949,194,2018-03-17 00:00:00,Second Class,New York,East,10011,United States,New York City,Consumer,Denny Blanton,DB-13405
2458,1037,53,196,196,53,CA-2018-140949,1037,2018-03-17 00:00:00,Second Class,New York,East,10011,United States,New York City,Consumer,Denny Blanton,DB-13405
2459,1542,53,196,196,53,CA-2018-140949,1542,2018-03-17 00:00:00,Second Class,New York,East,10011,United States,New York City,Consumer,Denny Blanton,DB-13405
2460,653,40,366,366,40,CA-2018-138548,653,2018-08-15 00:00:00,Standard Class,New Jersey,East,7060,United States,Plainfield,Consumer,James Galang,JG-15160
2461,1685,619,674,674,619,CA-2016-142419,1685,2016-07-11 00:00:00,Second Class,Washington,West,98115,United States,Seattle,Consumer,Shahid Collister,SC-20380
2462,1647,619,674,674,619,CA-2016-142419,1647,2016-07-11 00:00:00,Second Class,Washington,West,98115,United States,Seattle,Consumer,Shahid Collister,SC-20380
2463,698,52,180,180,52,CA-2018-148691,698,2018-12-03 00:00:00,Standard Class,New York,East,10009,United States,New York City,Consumer,Chuck Sachs,CS-12460
2464,1488,52,180,180,52,CA-2018-148691,1488,2018-12-03 00:00:00,Standard Class,New York,East,10009,United States,New York City,Consumer,Chuck Sachs,CS-12460
2465,154,52,180,180,52,CA-2018-148691,154,2018-12-03 00:00:00,Standard Class,New York,East,10009,United States,New York City,Consumer,Chuck Sachs,CS-12460
2466,232,52,180,180,52,CA-2018-148691,232,2018-12-03 00:00:00,Standard Class,New York,East,10009,United States,New York City,Consumer,Chuck Sachs,CS-12460
2467,339,106,519,519,106,CA-2018-128755,339,2018-05-04 00:00:00,Standard Class,Virginia,South,23602,United States,Newport News,Consumer,Mike Kennedy,MK-18160
2468,981,106,519,519,106,CA-2018-128755,981,2018-05-04 00:00:00,Standard Class,Virginia,South,23602,United States,Newport News,Consumer,Mike Kennedy,MK-18160
2469,1833,106,519,519,106,CA-2018-128755,1833,2018-05-04 00:00:00,Standard Class,Virginia,South,23602,United States,Newport News,Consumer,Mike Kennedy,MK-18160
2470,1545,106,519,519,106,CA-2018-128755,1545,2018-05-04 00:00:00,Standard Class,Virginia,South,23602,United States,Newport News,Consumer,Mike Kennedy,MK-18160
2471,581,124,156,156,124,US-2017-135923,581,2017-01-22 00:00:00,Standard Class,North Carolina,South,28314,United States,Fayetteville,Consumer,Carlos Meador,CM-11935
2472,1434,124,156,156,124,US-2017-135923,1434,2017-01-22 00:00:00,Standard Class,North Carolina,South,28314,United States,Fayetteville,Consumer,Carlos Meador,CM-11935
2473,644,124,156,156,124,US-2017-135923,644,2017-01-22 00:00:00,Standard Class,North Carolina,South,28314,United States,Fayetteville,Consumer,Carlos Meador,CM-11935
2474,744,514,591,591,514,CA-2017-114972,744,2017-11-03 00:00:00,First Class,California,West,90032,United States,Los Angeles,Consumer,Phillip Flathmann,PF-19225
2475,956,514,591,591,514,CA-2017-114972,956,2017-11-03 00:00:00,First Class,California,West,90032,United States,Los Angeles,Consumer,Phillip Flathmann,PF-19225
2476,210,514,591,591,514,CA-2017-114972,210,2017-11-03 00:00:00,First Class,California,West,90032,United States,Los Angeles,Consumer,Phillip Flathmann,PF-19225
2477,851,514,591,591,514,CA-2017-114972,851,2017-11-03 00:00:00,First Class,California,West,90032,United States,Los Angeles,Consumer,Phillip Flathmann,PF-19225
2478,422,515,308,308,515,CA-2018-102750,422,2018-09-04 00:00:00,Second Class,California,West,90036,United States,Los Angeles,Corporate,Greg Maxwell,GM-14695
2479,1135,53,200,200,53,CA-2015-145212,1135,2015-09-13 00:00:00,Standard Class,New York,East,10011,United States,New York City,Consumer,Dan Campbell,DC-12850
2480,671,410,290,290,410,CA-2018-141992,671,2018-06-19 00:00:00,Standard Class,Texas,Central,75220,United States,Dallas,Consumer,Frank Olsen,FO-14305
2481,1381,410,290,290,410,CA-2018-141992,1381,2018-06-19 00:00:00,Standard Class,Texas,Central,75220,United States,Dallas,Consumer,Frank Olsen,FO-14305
2482,1188,618,32,32,618,CA-2018-147956,1188,2018-12-24 00:00:00,Standard Class,Washington,West,98105,United States,Seattle,Consumer,Alan Hwang,AH-10210
2483,136,618,442,442,618,CA-2018-126067,136,2018-08-28 00:00:00,Standard Class,Washington,West,98105,United States,Seattle,Home Office,Kristina Nunn,KN-16705
2484,846,618,442,442,618,CA-2018-126067,846,2018-08-28 00:00:00,Standard Class,Washington,West,98105,United States,Seattle,Home Office,Kristina Nunn,KN-16705
2485,711,618,442,442,618,CA-2018-126067,711,2018-08-28 00:00:00,Standard Class,Washington,West,98105,United States,Seattle,Home Office,Kristina Nunn,KN-16705
2486,1159,618,442,442,618,CA-2018-126067,1159,2018-08-28 00:00:00,Standard Class,Washington,West,98105,United States,Seattle,Home Office,Kristina Nunn,KN-16705
2487,1383,85,128,128,85,CA-2016-104514,1383,2016-01-02 00:00:00,Second Class,Delaware,East,19711,United States,Newark,Corporate,Claudia Bergmann,CB-12535
2488,1125,85,128,128,85,CA-2016-104514,1125,2016-01-02 00:00:00,Second Class,Delaware,East,19711,United States,Newark,Corporate,Claudia Bergmann,CB-12535
2489,1754,85,128,128,85,CA-2016-104514,1754,2016-01-02 00:00:00,Second Class,Delaware,East,19711,United States,Newark,Corporate,Claudia Bergmann,CB-12535
2490,941,54,735,735,54,CA-2016-141040,941,2016-10-09 00:00:00,Second Class,New York,East,10024,United States,New York City,Consumer,Tim Brockman,TB-21250
2491,1684,54,735,735,54,CA-2016-141040,1684,2016-10-09 00:00:00,Second Class,New York,East,10024,United States,New York City,Consumer,Tim Brockman,TB-21250
2492,1626,517,424,424,517,CA-2015-113579,1626,2015-12-13 00:00:00,Second Class,California,West,90049,United States,Los Angeles,Consumer,Katherine Ducich,KD-16345
2493,144,73,395,395,73,CA-2015-144624,144,2015-11-19 00:00:00,Standard Class,New York,East,14701,United States,Jamestown,Consumer,John Murray,JM-15865
2494,963,424,445,445,424,CA-2017-146206,963,2017-09-10 00:00:00,Second Class,Texas,Central,77095,United States,Houston,Consumer,Kean Thornton,KT-16480
2495,1298,424,445,445,424,CA-2017-146206,1298,2017-09-10 00:00:00,Second Class,Texas,Central,77095,United States,Houston,Consumer,Kean Thornton,KT-16480
2496,753,248,676,676,248,CA-2015-136644,753,2015-06-16 00:00:00,Standard Class,Indiana,Central,46544,United States,Mishawaka,Consumer,Sonia Cooley,SC-20575
2497,1473,539,110,110,539,CA-2016-122371,1473,2016-09-26 00:00:00,Standard Class,California,West,92037,United States,San Diego,Home Office,Bryan Spruell,BS-11800
2498,392,539,110,110,539,CA-2016-122371,392,2016-09-26 00:00:00,Standard Class,California,West,92037,United States,San Diego,Home Office,Bryan Spruell,BS-11800
2499,694,575,112,112,575,CA-2017-126935,694,2017-05-19 00:00:00,Standard Class,California,West,94109,United States,San Francisco,Corporate,Bill Tyler,BT-11395
2500,6,168,200,200,168,US-2018-133781,6,2018-06-22 00:00:00,First Class,Florida,South,33178,United States,Miami,Consumer,Dan Campbell,DC-12850
2501,1349,328,474,474,328,CA-2018-131618,1349,2018-06-17 00:00:00,First Class,Illinois,Central,60076,United States,Skokie,Corporate,Luke Schmidt,LS-17200
2502,237,328,474,474,328,CA-2018-131618,237,2018-06-17 00:00:00,First Class,Illinois,Central,60076,United States,Skokie,Corporate,Luke Schmidt,LS-17200
2503,638,328,474,474,328,CA-2018-131618,638,2018-06-17 00:00:00,First Class,Illinois,Central,60076,United States,Skokie,Corporate,Luke Schmidt,LS-17200
2504,231,576,656,656,576,CA-2017-149482,231,2017-11-14 00:00:00,Standard Class,California,West,94110,United States,San Francisco,Consumer,Ralph Ritter,RR-19315
2505,651,577,435,435,577,CA-2015-143917,651,2015-07-25 00:00:00,Second Class,California,West,94122,United States,San Francisco,Consumer,Ken Lonsdale,KL-16645
2506,805,577,435,435,577,CA-2015-143917,805,2015-07-25 00:00:00,Second Class,California,West,94122,United States,San Francisco,Consumer,Ken Lonsdale,KL-16645
2507,1504,577,435,435,577,CA-2015-143917,1504,2015-07-25 00:00:00,Second Class,California,West,94122,United States,San Francisco,Consumer,Ken Lonsdale,KL-16645
2508,291,423,623,623,423,CA-2016-120397,291,2016-07-02 00:00:00,Same Day,Texas,Central,77070,United States,Houston,Consumer,Richard Bierner,RB-19435
2509,1245,516,549,549,516,CA-2018-163902,1245,2018-03-02 00:00:00,Standard Class,California,West,90045,United States,Los Angeles,Corporate,Maribeth Yedwab,MY-17380
2510,1005,516,549,549,516,CA-2018-163902,1005,2018-03-02 00:00:00,Standard Class,California,West,90045,United States,Los Angeles,Corporate,Maribeth Yedwab,MY-17380
2511,1558,391,62,62,391,CA-2017-136812,1558,2017-11-18 00:00:00,Standard Class,Oklahoma,Central,73120,United States,Oklahoma City,Home Office,Arthur Wiediger,AW-10930
2512,1075,379,447,447,379,CA-2016-102722,1075,2016-04-18 00:00:00,First Class,Louisiana,South,71203,United States,Monroe,Consumer,Kelly Williams,KW-16570
2513,1308,178,189,189,178,CA-2018-155089,1308,2018-12-02 00:00:00,Standard Class,Florida,South,33614,United States,Tampa,Home Office,Daniel Byrd,DB-12910
2514,296,346,66,66,346,CA-2017-124506,296,2017-11-11 00:00:00,Standard Class,Illinois,Central,60623,United States,Chicago,Corporate,Brenda Bowman,BB-11545
2515,738,346,66,66,346,CA-2017-124506,738,2017-11-11 00:00:00,Standard Class,Illinois,Central,60623,United States,Chicago,Corporate,Brenda Bowman,BB-11545
2516,543,224,574,574,224,CA-2015-106572,543,2015-09-05 00:00:00,Standard Class,Ohio,East,43402,United States,Bowling Green,Consumer,Nora Preis,NP-18700
2517,127,424,584,584,424,CA-2015-128888,127,2015-11-15 00:00:00,Standard Class,Texas,Central,77095,United States,Houston,Consumer,Peter Bühler,PB-19105
2518,554,41,245,245,41,CA-2018-123134,554,2018-05-02 00:00:00,Standard Class,New Jersey,East,7090,United States,Westfield,Corporate,Dorothy Wardle,DW-13585
2519,198,391,142,142,391,CA-2017-124352,198,2017-10-15 00:00:00,Standard Class,Oklahoma,Central,73120,United States,Oklahoma City,Home Office,Cynthia Delaney,CD-12790
2520,218,391,142,142,391,CA-2017-124352,218,2017-10-15 00:00:00,Standard Class,Oklahoma,Central,73120,United States,Oklahoma City,Home Office,Cynthia Delaney,CD-12790
2521,863,391,142,142,391,CA-2017-124352,863,2017-10-15 00:00:00,Standard Class,Oklahoma,Central,73120,United States,Oklahoma City,Home Office,Cynthia Delaney,CD-12790
2522,1797,391,142,142,391,CA-2017-124352,1797,2017-10-15 00:00:00,Standard Class,Oklahoma,Central,73120,United States,Oklahoma City,Home Office,Cynthia Delaney,CD-12790
2523,1400,391,142,142,391,CA-2017-124352,1400,2017-10-15 00:00:00,Standard Class,Oklahoma,Central,73120,United States,Oklahoma City,Home Office,Cynthia Delaney,CD-12790
2524,900,391,142,142,391,CA-2017-124352,900,2017-10-15 00:00:00,Standard Class,Oklahoma,Central,73120,United States,Oklahoma City,Home Office,Cynthia Delaney,CD-12790
2525,1124,422,771,771,422,CA-2016-124541,1124,2016-04-06 00:00:00,Standard Class,Texas,Central,77041,United States,Houston,Consumer,Thomas Thornton,TT-21220
2526,1061,422,771,771,422,CA-2016-124541,1061,2016-04-06 00:00:00,Standard Class,Texas,Central,77041,United States,Houston,Consumer,Thomas Thornton,TT-21220
2527,893,422,771,771,422,CA-2016-124541,893,2016-04-06 00:00:00,Standard Class,Texas,Central,77041,United States,Houston,Consumer,Thomas Thornton,TT-21220
2528,663,422,771,771,422,CA-2016-124541,663,2016-04-06 00:00:00,Standard Class,Texas,Central,77041,United States,Houston,Consumer,Thomas Thornton,TT-21220
2529,1743,422,771,771,422,CA-2016-124541,1743,2016-04-06 00:00:00,Standard Class,Texas,Central,77041,United States,Houston,Consumer,Thomas Thornton,TT-21220
2530,1812,170,189,189,170,CA-2015-108707,1812,2015-10-24 00:00:00,Standard Class,Florida,South,33311,United States,Fort Lauderdale,Home Office,Daniel Byrd,DB-12910
2531,1721,384,209,209,384,CA-2015-111500,1721,2015-08-17 00:00:00,Standard Class,Arkansas,South,72209,United States,Little Rock,Corporate,Don Jones,DJ-13510
2532,260,384,209,209,384,CA-2015-111500,260,2015-08-17 00:00:00,Standard Class,Arkansas,South,72209,United States,Little Rock,Corporate,Don Jones,DJ-13510
2533,457,384,209,209,384,CA-2015-111500,457,2015-08-17 00:00:00,Standard Class,Arkansas,South,72209,United States,Little Rock,Corporate,Don Jones,DJ-13510
